Issue Type,Issue key,Issue id,Summary,Description,Status,Created,Assignee,Assignee Id,Reporter,Reporter Id,Priority,Resolution,Updated,Labels,Labels,Labels,Due date,Custom field (Begin Date),Sprint,Sprint,Parent,Parent summary
Sub-task,IR-1393,64457,3. Release_0014 - Production Deployment - Regression/Performance Signoff  ,,To Do,26/Dec/24 2:17 AM,Ram Kumar,6322f87404903f8118c3b16b,Automation for Jira,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,Medium,,26/Dec/24 10:27 AM,Deployment,,,02/Jan/25 12:00 AM,,Release_0014,,64453,Release_0014 - Production Deployment
Sub-task,IR-1392,64456,2. Release_0014 - Production Deployment  - UAT Signoff,,To Do,26/Dec/24 2:17 AM,Kaydi Gulick,557058:16eb11f4-8e61-44b7-b17d-3a7f6c12df1c,Automation for Jira,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,Medium,,26/Dec/24 2:17 AM,Deployment,,,02/Jan/25 12:00 AM,,Release_0014,,64453,Release_0014 - Production Deployment
Sub-task,IR-1391,64455,1. Release_0014 - Production Deployment  - QA Signoff,,To Do,26/Dec/24 2:17 AM,Ram Kumar,6322f87404903f8118c3b16b,Automation for Jira,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,Medium,,26/Dec/24 10:50 AM,Deployment,,,02/Jan/25 12:00 AM,,Release_0014,,64453,Release_0014 - Production Deployment
Task,IR-1389,64453,Release_0014 - Production Deployment,Regular Release to PROD R-14),To Do,26/Dec/24 2:12 AM,Heyat Afroz,712020:335790bc-5217-45d0-a5ed-eb24841035fb,Rahul Roy,712020:a9184712-7918-43f6-9e3a-54c74200f533,Medium,,26/Dec/24 2:17 AM,Deployment,,,02/Jan/25 12:00 AM,,Release_0014,,63210,Production Release Deployment - Tasks
Sub-task,IR-1381,64442,DB Project update- [IX_OrderStatusTracking_OrderStatusCodeId_SysStartTime],,Done,24/Dec/24 6:24 AM,Sumit Singh,557058:d4c0e691-6e6d-40a8-89ce-f163bad9d100,Adarsh Yadav,712020:f42cb547-2911-45dd-8430-edc80e91a606,Medium,Done,24/Dec/24 9:45 AM,,,,24/Dec/24 12:00 AM,,Release_0014,,63546,Replica -High CPU Query - OrderStatusTracking
Test Bug,IR-1380,64436,Order - Cash refund is not coming even on the same day due to Time Zone Issue,"Order - Cash refund is not coming even on the same day due to Time Zone Issue

!Screenshot (1959)-20241224-073858.png|width=1707,height=960,alt=""Screenshot (1959)-20241224-073858.png""!

Patient UAT - AutoFnameJEYW AutoLnameNWCL  
Order Created - 12/23/2024 03:24 PM
Order Refund Attempted - 12/22/2024 3:25 PM EST but Cash option did not came",Ready For Test,24/Dec/24 2:38 AM,Harshil Gohel,642a83c66d24942109ff2a3b,Rajeev Singh,712020:ccb030da-99b6-4302-b579-06d9c0bca914,Medium,,26/Dec/24 6:38 AM,AutomationTesting,,,24/Dec/24 12:00 AM,,Release_0014,,62405,IRIS I Order
Test Bug,IR-1373,64425,Contacts: When selecting different brand from the present prescription in patient file on selecting change my brands  popup catalog is not displaying any products.,"When selecting different brand from the present prescription in patient file on selecting change my brands  popup catalog is not displaying any products.

!Record_2024_12_23_16_49_08_591.mp4|width=1360,height=680,alt=""Record_2024_12_23_16_49_08_591.mp4""!",Done,23/Dec/24 6:25 AM,Namrata Maurya,642a85341993b61a5309ad8f,Prateek Ranjan,712020:235e328a-6dc5-4151-b96b-b6dfe5264a49,High,Done,24/Dec/24 10:57 AM,,,,23/Dec/24 12:00 AM,,Release_0014,,,
Sub-task,IR-1371,64421,DB Project update ,,Done,23/Dec/24 4:42 AM,Sumit Singh,557058:d4c0e691-6e6d-40a8-89ce-f163bad9d100,Adarsh Yadav,712020:f42cb547-2911-45dd-8430-edc80e91a606,Medium,Done,24/Dec/24 9:45 AM,,,,24/Dec/24 12:00 AM,,Release_0014,,64420,Missing Index on table - [StoreReplenishmentRequestDetail_PpcStoreMarketingDMAMapping_EmployeePromotionPayroll_Cart_User_OrderLineItem]
Story,IR-1370,64420,Missing Index on table - [StoreReplenishmentRequestDetail_PpcStoreMarketingDMAMapping_EmployeePromotionPayroll_Cart_User_OrderLineItem],"We add missing index in db as per Datavail’s query.

[^1370_index.sql]

",Ready For Test,23/Dec/24 4:24 AM,Adarsh Yadav,712020:f42cb547-2911-45dd-8430-edc80e91a606,Adarsh Yadav,712020:f42cb547-2911-45dd-8430-edc80e91a606,Medium,,24/Dec/24 9:33 AM,DBmaintenance,Index,,25/Dec/24 12:00 AM,,Release_0014,,62400,IRIS I General Performance
Test Bug,IR-1366,64408,Lens selection UI - Even after unchecking Mirror Coating for Polarized it is there affecting other selection,"Lens selection UI - Even after unchecking Mirror Coating for Polarized it is there affecting other selection - 

-Even after Unchecking Mirror Coating for Polarized it is not being Removed From Lens Selection and Price are showing (x)

!UAT_Mirror_Coating_Unchecked_But_NotRemovedFromLensSelection.mp4|width=41.66666666666667%,alt=""UAT_Mirror_Coating_Unchecked_But_NotRemovedFromLensSelection.mp4""!

-Even after Unchecking Mirror Coating for Polarized it is affecting Light Respondent and not Allowing Even After Color Selection (x)

!UAT_Light_Respondent_NoT_Allowing_EvenAfterColor_Selection-20241220-135247.png|width=41.66666666666667%,alt=""UAT_Light_Respondent_NoT_Allowing_EvenAfterColor_Selection-20241220-135247.png""!",Done,20/Dec/24 9:44 AM,Abhishek Mishra,712020:31fcea2f-d5ac-4184-ac19-998a8363c22b,Rajeev Singh,712020:ccb030da-99b6-4302-b579-06d9c0bca914,High,Done,23/Dec/24 9:35 AM,,,,21/Dec/24 12:00 AM,,Release_0014,,62405,IRIS I Order
Test Bug,IR-1364,64406,"Packing slip- although trace is pending, it is not updating the status from order processed to pending store trace for jobs assigned as Frame to Trace and Mount and trace.","if  trace is pending, it is not updating the status from order processed to pending store trace ",Done,20/Dec/24 6:35 AM,Varun Kumar Tomar,63c4c124bfdb647eb1d94d1c,Megha Gore,712020:783ab445-c354-4fe1-b06f-b1b5a8cbdbd4,Medium,Done,23/Dec/24 10:38 AM,Release_0014,,,20/Dec/24 12:00 AM,,Release_0014,,,
Test Bug,IR-1362,64404,Inconsistent Default Date When Booking Appointments as a Guest User/Patient,"When booking an appointment as a guest or patient, the default date is inconsistent. It occasionally defaults to April 2025 or the next date (tomorrow's date) instead of defaulting to the current date.

*Note* - During the recording, the store selected operates in the EST time zone. When I attempted to book an appointment at 1:00 AM IST on December 20th, the displayed date aligned with the local machine's time zone instead of the store's EST time zone(19th Dec). This discrepancy could be the primary cause of the inconsistent default date behavior.",In Progress,20/Dec/24 3:50 AM,Eduardo Varela,712020:e266ad71-fd58-4f3f-ba64-e5193d1eaa1d,Nipun Mehta,712020:b066d1ee-e16f-492e-a971-3b84741de7af,Medium,,26/Dec/24 1:41 AM,AutomationTesting,,,24/Dec/24 12:00 AM,,Release_0014,,62237,IRIS I Book Appointment/ Scheduler
Test Bug,IR-1359,64401,"No "" Transfer Mode "" is populated for transfer done from the OCC page.","When we transfer an Order from the OCC page, then the “Transfer Mode “ doesn’t get populated in the History page .

reference order on UAT - 125056683",Done,19/Dec/24 1:06 PM,Tirlochan Singh,712020:47ce8f43-63fa-4844-afd4-a56b885517d8,Nimmi Joseph,712020:c3e5eacc-61f8-40ad-a028-b35e4fec2257,High,Done,20/Dec/24 9:34 AM,Release_0014,,,20/Dec/24 12:00 AM,,Release_0014,,,
Test Bug,IR-1358,64400,Only the job currently transferred populates in the Job history page  when the user is navigated to the page after transfer of the order,"When a job is trasferred and the user is redirected to the Job transfer history page , then as per requirement in ticket , it should populate the history f teh job transfers, with the current transfer doe populating at the top.

But right  now it only populates the current job transferred and not the rest",Deprecate,19/Dec/24 12:43 PM,Tirlochan Singh,712020:47ce8f43-63fa-4844-afd4-a56b885517d8,Nimmi Joseph,712020:c3e5eacc-61f8-40ad-a028-b35e4fec2257,High,Not Needed,20/Dec/24 2:36 AM,,,,,,Release_0014,,,
Test Bug,IR-1357,64398,Invalid bread crumbs in the Job Transfer History page.,"When a job is transferred from the job transfer page, then the user is redirected to the Job transfer history page.

The bread crumbs displayed has invalid text at the end.

!image-20241219-173040.png|width=1343,height=702,alt=""image-20241219-173040.png""!",Deprecate,19/Dec/24 12:33 PM,Namrata Maurya,642a85341993b61a5309ad8f,Nimmi Joseph,712020:c3e5eacc-61f8-40ad-a028-b35e4fec2257,High,Not Needed,20/Dec/24 1:42 AM,Release_0014,,,,,Release_0014,,,
Test Bug,IR-1353,64393,Patient Login - For Patient login My account option for login is coming on hovering but after partially entering phone number it is not staying at that screen,"For Patient login My account option for login is coming on hovering but after partially entering phone number it is not staying at that screen

!Prescription Glasses, Contacts & Eye Exams _ Stanton Optical - Google Chrome 2024-12-19 17-05-01.mp4|width=1376,height=736,alt=""Prescription Glasses, Contacts & Eye Exams _ Stanton Optical - Google Chrome 2024-12-19 17-05-01.mp4""!",Done,19/Dec/24 6:53 AM,Eduardo Varela,712020:e266ad71-fd58-4f3f-ba64-e5193d1eaa1d,Rajeev Singh,712020:ccb030da-99b6-4302-b579-06d9c0bca914,High,Done,20/Dec/24 9:50 AM,AutomationTesting,,,20/Dec/24 12:00 AM,,Release_0014,,,
Test Bug,IR-1352,64392,Incorrect Frame and Lens Source Display in Jobsheet on Force Transfer,"When performing a force transfer for a store-complete job and Remote Edge Job, the frame source and lens source are not displayed correctly in the jobsheet. This issue affects the accuracy of the job details, leading to confusion during processing.",Done,19/Dec/24 6:48 AM,Nipun Mehta,712020:b066d1ee-e16f-492e-a971-3b84741de7af,Nipun Mehta,712020:b066d1ee-e16f-492e-a971-3b84741de7af,Medium,Done,26/Dec/24 6:28 AM,AutomationTesting,,,20/Dec/24 12:00 AM,,Release_0014,,62405,IRIS I Order
Test Bug,IR-1351,64391,Unable to open create account page once logged out from associate login,"*Steps*

* Login as an associate in UAT env
* Search for a store and select it - this step is needed in order for the issue to be replicable
* Now logout from associate
* Click on “My Account” → Create a new account

*Actual Behaviour:* 

# Nothing happens if we click on “Create a new account“ button
# Nothing happens if we click on “Book Eye exam“ button too

Check the video below to replicate the issue in UAT

[https://app.betterbugs.io/session/6763fd2cd1930a343e5caf38|https://app.betterbugs.io/session/6763fd2cd1930a343e5caf38|smart-link] 

*Expected Behaviour:*

Create account page should open

*Note*: this works fine in STG",Done,19/Dec/24 6:15 AM,Sanjib Kumar Majhi,63c4c1e1d7f68827e6b549b0,Bijit Pattanaik,62388c3e01f8660070b546ef,Medium,Done,26/Dec/24 3:53 AM,AutomationTesting,,,20/Dec/24 12:00 AM,,Release_0014,,,
Test Bug,IR-1350,64390,Guided sale- not able to mark the close for the day from setup,if store is closed for the day then it should be reflected same on UI for patient/guest,Done,19/Dec/24 6:03 AM,Roma Kishnani,712020:48ad98dc-4b9a-4621-a630-411e9951b0f3,Megha Gore,712020:783ab445-c354-4fe1-b06f-b1b5a8cbdbd4,Medium,Done,23/Dec/24 8:48 AM,,,,19/Dec/24 12:00 AM,,Release_0014,,,
Test Bug,IR-1349,64389,Intake - Medical form Setup page is throwing Application error,"Intake - Medical form Setup page is throwing Application error

!image-20241219-095538.png|width=1693,height=836,alt=""image-20241219-095538.png""!",Done,19/Dec/24 4:56 AM,Adityesh Mishra,642a858496822e1821fe337c,Rajeev Singh,712020:ccb030da-99b6-4302-b579-06d9c0bca914,High,Done,19/Dec/24 7:17 AM,,,,19/Dec/24 12:00 AM,,Release_0014,,63669,IRIS | Medical Form
Test,IR-1345,64384,Test case to verify mutiple assignments happening when the Transfer button is clicke multiple times for a single transfer.,"Test case to verify mutiple assignments happening when the Transfer button is clicke multiple times for a single transfer.

[https://stanton.atlassian.net/browse/IR-381|https://stanton.atlassian.net/browse/IR-381|smart-link] ",Ready For Test,19/Dec/24 2:54 AM,Nimmi Joseph,712020:c3e5eacc-61f8-40ad-a028-b35e4fec2257,Nimmi Joseph,712020:c3e5eacc-61f8-40ad-a028-b35e4fec2257,Medium,,19/Dec/24 6:01 AM,Release_0014,,,,,Release_0014,,,
Test Bug,IR-1338,64375,Associate : Few cases are not working with store search,"As an associate view when searching with the city name then not displaying all the stores within the 50 miles

and for the associate as well as patient and guest view when any invalid store is been search with city or zipcode then if no result is been found then it should display text as ‘No stores found' text 



!image-20241218-172057.png|width=1280,height=593,alt=""image-20241218-172057.png""!",Done,18/Dec/24 12:25 PM,Tirlochan Singh,712020:47ce8f43-63fa-4844-afd4-a56b885517d8,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,High,Done,20/Dec/24 9:34 AM,,,,20/Dec/24 12:00 AM,,Release_0014,,,
Test Bug,IR-1327,64361,Guided Sale : Guest promo appearing not able to enter the details in the need help shopping ,As a guest user when promo appears as soon as the url loaded then not able to enter the details in the need help shopping even though try to cancel it by clicking on the cross button,Done,18/Dec/24 7:28 AM,Debiprasad Dash,712020:36ba4a52-ed6c-456b-9d6c-0862889d1c1f,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,High,Done,19/Dec/24 11:29 AM,,,,18/Dec/24 12:00 AM,,Release_0014,,,
Test Bug,IR-1324,64358,Guided sale [Mobile and Tablet Portrait Mode] : Alignment confirmation ,"In Mobile and Tablet portrait mode when agent is sharing the screen then it is currently displaying as below : 



!image-20241218-113246.png|width=800,height=1280,alt=""image-20241218-113246.png""!



!image-20241218-113257.png|width=720,height=1600,alt=""image-20241218-113257.png""!

And as per the ticket [https://stanton.atlassian.net/browse/IR-259?focusedCommentId=102795|https://stanton.atlassian.net/browse/IR-259?focusedCommentId=102795|smart-link] 

!image-20241017-110909.png|width=50%,alt=""image-20241017-110909.png""!

but due resolution and screen size changes it is displaying one under other and camera size is now reduced ",Deprecate,18/Dec/24 6:39 AM,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,High,Not Needed,20/Dec/24 2:06 AM,,,,,,Release_0014,,,
Production Bug,IR-1323,64357,Internal Server Error and Unresponsive Page on Merging/Cancelling existing Carts,"* When a user logs out after creating a cart, adds a product to the cart while logged out, and then logs in selecting the ""Merge"" option, an Internal Server Error occurs. Despite the error, the product gets added to the cart
Same is happening when Selecting “Cancel“ while merging cart
* When a user creates a cart containing Eye Health Supplements, logs out, and then adds the same product to the cart while logged out as a guest. Upon logging back in and selecting the ""Merge Carts"" option, an Internal Server Error occurs, causing the page to become unresponsive. Additionally, the confirmation dialog cannot be closed.

!image-20241218-131306.png|width=1914,height=786,alt=""image-20241218-131306.png""!



!image-20241218-131320.png|width=1919,height=950,alt=""image-20241218-131320.png""!",Done,18/Dec/24 6:38 AM,Harshil Gohel,642a83c66d24942109ff2a3b,Nipun Mehta,712020:b066d1ee-e16f-492e-a971-3b84741de7af,Medium,Done,23/Dec/24 2:07 AM,,,,20/Dec/24 12:00 AM,,Release_0014,,62403,IRIS I Cart/ Checkout
Test Bug,IR-1322,64355,Internal Server Error on Cart Merge/Cancel During Login,"When a user logs out after creating a cart, adds a product to the cart while logged out, and then logs in selecting the ""Merge"" option, an Internal Server Error occurs. Despite the error, the product gets added to the cart

Same is happening when Selecting “Cancel“ while merging cart

!image-20241218-104611.png|width=1701,height=699,alt=""image-20241218-104611.png""!

!image-20241218-104601.png|width=1706,height=844,alt=""image-20241218-104601.png""!",Deprecate,18/Dec/24 5:48 AM,Harshil Gohel,642a83c66d24942109ff2a3b,Nipun Mehta,712020:b066d1ee-e16f-492e-a971-3b84741de7af,Medium,Not Needed,18/Dec/24 8:12 AM,,,,19/Dec/24 12:00 AM,,Release_0014,,62403,IRIS I Cart/ Checkout
Test Bug,IR-1318,64345,Reload button doesn't work patient's order -> Product orders and Orders group page,"Reload button doesn't work patient's order -> Product orders and Orders group page. Clicking on it, nothing happens and the updated data doesn’t reflect

!2024_12_18_12_45_44_Patient_Stanton_Optical.png|width=948,height=452,alt=""2024_12_18_12_45_44_Patient_Stanton_Optical.png""!

!2024_12_18_12_44_50_Patient_Stanton_Optical.png|width=941,height=387,alt=""2024_12_18_12_44_50_Patient_Stanton_Optical.png""!",Done,18/Dec/24 2:22 AM,Subesh Singh,712020:812ecddd-8e45-4a4e-bd41-6931c90f237b,Bijit Pattanaik,62388c3e01f8660070b546ef,Medium,Done,20/Dec/24 6:16 AM,AutomationTesting,,,19/Dec/24 12:00 AM,,Release_0014,,62405,IRIS I Order
Test Bug,IR-1317,64344,Guided Sale [Mobile and Tablet view] Once the agent share the screen then user is not able to view the minimize side section as well as not able to access the chat ,Once the user connect with agent through the mobile and tablet portrait view and agent start the screen sharing then patient or guest user is not able to view the side bar minimize section and also not able to access the chat functionality ,Done,18/Dec/24 2:01 AM,Monika Goyal,642a87ef22330bdf97ab286a,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,Highest,Done,24/Dec/24 2:42 AM,,,,18/Dec/24 12:00 AM,,Release_0014,,,
Test Bug,IR-1315,64335,Options under prescription type is not displayed correctly,"The checkbox for *_Upgrade to Standard Anti-Glare Coating_* and *_Upgrade to Premium Anti-Glare for superior scratch-resistance and cleaning properties_* are not displayed. Check the below screenshot

!2024-12-18 10_43_52-Settings.png|width=959,height=354,alt=""2024-12-18 10_43_52-Settings.png""!

!2024-12-18 10_44_21-Settings.png|width=956,height=339,alt=""2024-12-18 10_44_21-Settings.png""!

It should show the checkbox name as shown below: 

!2024_12_18_10_52_19_192.168.200.192_Remote_Desktop_Connection.png|width=784,height=299,alt=""2024_12_18_10_52_19_192.168.200.192_Remote_Desktop_Connection.png""!",Done,18/Dec/24 12:26 AM,Abhishek Mishra,712020:31fcea2f-d5ac-4184-ac19-998a8363c22b,Bijit Pattanaik,62388c3e01f8660070b546ef,High,Done,20/Dec/24 2:01 AM,AutomationTesting,,,19/Dec/24 12:00 AM,,Release_0014,,62405,IRIS I Order
Test Bug,IR-1309,64328,Inventory Cycle Count : Brand dropdown is having brands which are not frame and multiple records of same brands are coming.,"Brand dropdown is having brands which are not frame and multiple records of same brands are coming.



!Record_2024_12_17_20_37_17_180.mp4|width=1360,height=680,alt=""Record_2024_12_17_20_37_17_180.mp4""!",In Progress,17/Dec/24 10:18 AM,Srujana Uppalapati,712020:2dd0ba7c-3502-4105-a7a6-de12becab0c2,Prateek Ranjan,712020:235e328a-6dc5-4151-b96b-b6dfe5264a49,Medium,,23/Dec/24 9:57 AM,,,,18/Dec/24 12:00 AM,,Release_0014,,,
Test Bug,IR-1308,64327,Agent view (Guided Sale ) : Store selection reflecting as associate view ,",  can you please confirm on the query : When agent share the screen as Eye care specialist and after entering the store name or zipcode from the central search or from the ‘FIND A STORE’ button from the home page or from the pdp page it is displaying the page as the associate view like displaying the single store not the store within the 50 miles and  SO MEL selection",To Do,17/Dec/24 9:57 AM,Roma Kishnani,712020:48ad98dc-4b9a-4621-a630-411e9951b0f3,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,Medium,,24/Dec/24 2:26 AM,,,,,,Release_0014,,,
Test Bug,IR-1307,64326,"Cart Merge Behavior Incorrect After Logging In and Selecting ""Cancel""","When a user logs out after creating a cart and then adds a product as a guest user before logging back in, selecting *""No/Cancel""* to the merge cart prompt should prevent the product from being added to the cart. However, the product is still being added, which is not the expected behavior.",Deprecate,17/Dec/24 9:50 AM,Harshil Gohel,642a83c66d24942109ff2a3b,Nipun Mehta,712020:b066d1ee-e16f-492e-a971-3b84741de7af,Medium,Not Needed,18/Dec/24 4:36 AM,,,,20/Dec/24 12:00 AM,,Release_0014,,62403,IRIS I Cart/ Checkout
Test Bug,IR-1306,64325,Total Amount is Incorrect on Cash Collected Report.,"*Steps to reproduce it-*

# Login to IRIS as Associate.
# Switch to Store.
# Go To Operations->CC Report
# Select date range and search.
# Validate the Total Amount calculated for each day.
*Total is not matching with the calculated sum of 'Paid Amount' column. [INCORRECT] (x)*



!image-20241217-144944.png|width=1600,height=900,alt=""image-20241217-144944.png""!",Done,17/Dec/24 9:49 AM,Namrata Maurya,642a85341993b61a5309ad8f,Minakshi Singh,712020:691864c0-08be-484a-a79c-15d7fd1d3a1a,Medium,Done,19/Dec/24 2:56 AM,,,,18/Dec/24 12:00 AM,,Release_0014,,,
Test Bug,IR-1303,64322,Insurance Orders are not displayed in the Cash Collected Report,"*Steps to reproduce it-*

# Login to IRIS as Associate.
# Switch to Store.
# Go To Operations->CC Report
# Select date range which consist of Insurance Orders.
*Insurance Orders are NOT displayed. [INCORRECT]* (x)



!image-20241217-144038.png|width=1600,height=900,alt=""image-20241217-144038.png""!

!image-20241217-144045.png|width=1600,height=900,alt=""image-20241217-144045.png""!



!image-20241217-144109.png|width=1600,height=900,alt=""image-20241217-144109.png""!",Done,17/Dec/24 9:42 AM,Namrata Maurya,642a85341993b61a5309ad8f,Minakshi Singh,712020:691864c0-08be-484a-a79c-15d7fd1d3a1a,Medium,Done,18/Dec/24 7:56 AM,,,,18/Dec/24 12:00 AM,,Release_0014,,,
